,logFC,logCPM,LR,PValue,padj
dsim_PG00010,-0.244395208490427,0.332881485484378,0.671407863940246,0.412561191845397,0.592555391838589
dsim_PG00026,-0.102226611348735,4.36950677759932,1.28264365919377,0.257408069697403,0.43722691903695
dsim_PG00027,-0.0439442224243603,4.26152913696809,0.169998869159315,0.680112812694984,0.80964587986612
dsim_PG00028,-0.0661499606887938,4.66016914976216,0.618328752706837,0.43166901065621,0.611349726522904
dsim_PG00029,-0.18390098641838,8.13713251631376,8.67803313202756,0.00322068383186294,0.0176363676884354
dsim_PG00034,0.124804463385809,7.87320893957066,1.46296856454067,0.22645838112492,0.402408288293568
dsim_PG00041,0.411417309705965,4.64396417565991,6.40008480000341,0.0114114913025958,0.04661705107933
dsim_PG00042,-0.0475514710126294,3.97905074672537,0.142602321733278,0.705707536422819,0.824647988626047
dsim_PG00043,-0.621189268791212,0.457172191371985,3.93304546163597,0.0473461292480481,0.134218328626736
dsim_PG00044,-0.373038011792097,2.39737636584986,4.97510310499101,0.0257146709771454,0.0855395923254838
dsim_PG00056,-0.664368040601918,2.39141022549155,26.1884435520223,3.09670220827284e-07,9.4469396076246e-06
dsim_PG00062,-0.0222931867681084,3.35398717349773,0.0395363973498064,0.842389770504605,0.910767126976341
dsim_PG00064,1.30090033054657,0.619646478129663,12.8967201449969,0.000329158440465072,0.0028668356107114
dsim_PG00074,-0.113235921708858,2.12414824533342,0.616656451154711,0.432292490068914,0.611912899054291
dsim_PG00076,-0.0914253718850451,2.35224217920357,0.830628603476107,0.36209082473214,0.543925976212427
dsim_PG00099,0.283892951670601,-0.303795665793482,0.885181816960788,0.346786338395108,0.528906335033246
dsim_PG00100,-0.0337198915835115,4.7267384558911,0.136225033704278,0.712063060062829,0.828695589344594
dsim_PG00108,0.104319424396924,3.16799921763845,0.369748869307507,0.543141187699484,0.706046214718079
dsim_PG00121,-0.30532940777252,6.35288821406561,6.91588162360682,0.00854335092888564,0.0374048470992924
dsim_PG00127,0.035824520909583,3.61311672034017,0.116125934565282,0.733274812696212,0.840860907441261
dsim_PG00129,0.114557037720821,3.58613772018227,1.70493052104516,0.191644432775726,0.359708358688152
dsim_PG00140,0.0548697836445204,1.78088046519611,0.123277883920998,0.72550619800888,0.836211104761729
dsim_PG00141,0.517944009183409,3.53679588852774,21.6328977175364,3.30140508777853e-06,7.06366242423566e-05
dsim_PG00147,-0.173210470048834,1.27532120117818,1.13135185033651,0.287487170395327,0.471108329653199
dsim_PG00150,-0.143138873909667,2.75941156787267,1.77149154457744,0.183197596328401,0.348887403420363
dsim_PG00171,0.00272334978534814,4.14089333015146,0.000523316371072724,0.981749097523081,0.990653138633779
dsim_PG00172,-0.13106448935935,0.371822786308147,0.465337531042998,0.495139978644692,0.667218406674672
dsim_PG00174,0.0976380235884821,3.65296195546573,0.937035026305153,0.333041525304304,0.514774908693751
dsim_PG00175,-0.00686102208819747,4.26071630349689,0.00590908634380582,0.93872650061492,0.968935069963534
dsim_PG00176,-0.102600200850666,0.516963112569008,0.266491941384977,0.605694775019762,0.756378646158972
dsim_PG00177,-0.493819293950056,6.90726679114281,3.9949446513366,0.0456369513193426,0.130586580522548
dsim_PG00182,0.0480563904580794,3.57886729332614,0.194866517045341,0.65889674946827,0.793655180481328
dsim_PG00183,0.124675801024425,5.27401544390956,1.7865827156255,0.181343079997762,0.346877327576625
dsim_PG00184,-0.0445641443585955,2.22483638318461,0.102801014640619,0.748493852263838,0.850719037236861
